   9   0.004  0.748
   2.796  2.696  2.346  2.096  2.026  1.996  1.496  1.196  1.000  0.000
  -0.120 -0.119 -0.118 -0.118 -0.117 -0.117 -0.117 -0.117 -0.117 -0.117
  -0.117 -0.117 -0.117 -0.117 -0.117 -0.117 -0.117 -0.117 -0.117 -0.117
  -0.117 -0.117 -0.117 -0.117 -0.117 -0.118 -0.118 -0.117 -0.117 -0.115
  -0.113 -0.110 -0.104 -0.094 -0.078 -0.054 -0.019  0.029  0.092  0.172
   0.270  0.367  0.446  0.456  0.300 -0.061 -0.538 -1.048 -1.545 -2.044
  -2.544 -3.044 -3.544 -4.044 -4.536 -5.023 -5.512 -6.003 -6.496 -6.989
  -7.484 -7.979 -8.475 -8.971 -9.467 -9.963-10.458-10.952-11.443-11.932
 -12.417-12.896-13.367-13.827-14.276-14.710-15.128-15.530-15.918-16.292
 -16.656-17.012-17.361-17.705-18.046-18.385-18.722-19.058-19.393-19.727
  -0.369 -0.317 -0.255 -0.202 -0.157 -0.117 -0.111 -0.083 -0.072 -0.065
  -0.063 -0.062 -0.062 -0.062 -0.062 -0.062 -0.061 -0.061 -0.061 -0.061
  -0.061 -0.061 -0.061 -0.061 -0.061 -0.062 -0.062 -0.062 -0.061 -0.060
  -0.058 -0.054 -0.048 -0.038 -0.022  0.003  0.039  0.088  0.153  0.237
   0.339  0.438  0.520  0.538  0.397  0.048 -0.423 -0.937 -1.445 -1.944
  -2.444 -2.944 -3.444 -3.944 -4.436 -4.923 -5.412 -5.903 -6.396 -6.889
  -7.384 -7.879 -8.375 -8.871 -9.367 -9.863-10.358-10.852-11.343-11.832
 -12.317-12.796-13.267-13.727-14.176-14.610-15.028-15.430-15.818-16.192
 -16.556-16.912-17.261-17.605-17.946-18.285-18.622-18.958-19.293-19.627
  -0.640 -0.604 -0.550 -0.992 -0.787 -0.652 -0.703 -0.569 -0.468 -0.328
  -0.236 -0.163 -0.111 -0.069 -0.056 -0.034 -0.016 -0.003 -0.002 -0.001
   0.000  0.000  0.000  0.000  0.000 -0.001 -0.001 -0.001  0.000  0.001
   0.003  0.007  0.014  0.024  0.041  0.067  0.105  0.156  0.224  0.311
   0.417  0.519  0.604  0.630  0.499  0.158 -0.309 -0.820 -1.345 -1.844
  -2.344 -2.844 -3.344 -3.844 -4.336 -4.823 -5.312 -5.803 -6.296 -6.789
  -7.284 -7.779 -8.275 -8.771 -9.267 -9.763-10.258-10.752-11.243-11.732
 -12.217-12.696-13.167-13.627-14.076-14.510-14.928-15.330-15.718-16.092
 -16.456-16.812-17.161-17.505-17.846-18.185-18.522-18.858-19.193-19.527
  -3.072 -3.071 -3.070 -3.071 -3.071 -3.070 -3.070 -3.072 -1.797 -1.698
  -1.602 -1.512 -1.377 -1.058 -1.172 -0.822 -0.622 -0.309 -0.206 -0.124
  -0.071 -0.036 -0.007  0.017  0.037  0.050  0.062  0.063  0.065  0.067
   0.070  0.074  0.081  0.092  0.110  0.138  0.177  0.231  0.302  0.393
   0.501  0.607  0.697  0.728  0.605  0.270 -0.195 -0.705 -1.228 -1.744
  -2.244 -2.744 -3.244 -3.744 -4.236 -4.723 -5.212 -5.703 -6.196 -6.689
  -7.184 -7.679 -8.175 -8.671 -9.167 -9.663-10.158-10.652-11.143-11.632
 -12.117-12.596-13.067-13.527-13.976-14.410-14.828-15.230-15.618-15.992
 -16.356-16.712-17.061-17.405-17.746-18.085-18.422-18.758-19.093-19.427
  -2.929 -2.928 -2.928 -2.927 -2.927 -2.927 -2.927 -2.927 -2.926 -2.927
  -2.926 -2.925 -2.925 -2.924 -2.921 -2.917 -2.913 -2.907 -1.592 -1.537
  -1.481 -1.427 -1.373 -1.321 -1.270 -0.802 -0.304 -0.184 -0.095 -0.034
   0.019  0.056  0.090  0.124  0.160  0.203  0.255  0.313  0.387  0.480
   0.588  0.698  0.792  0.829  0.712  0.382 -0.081 -0.590 -1.112 -1.639
  -2.144 -2.644 -3.144 -3.644 -4.136 -4.623 -5.112 -5.603 -6.096 -6.589
