   8  0.02  0.700
   2.680  2.330  2.080  2.010  1.980  1.480  1.180  1.000  0.000  0.000
   0.579  0.580  0.581  0.581  0.582  0.582  0.581  0.582  0.582  0.582
   0.582  0.582  0.582  0.582  0.582  0.582  0.582  0.582  0.582  0.582
   0.582  0.582  0.582  0.582  0.582  0.581  0.581  0.581  0.581  0.581
   0.582  0.582  0.583  0.585  0.588  0.593  0.603  0.617  0.640  0.671
   0.713  0.749  0.761  0.698  0.486  0.111 -0.358 -0.858 -1.354 -1.853
  -2.353 -2.853 -3.353 -3.853 -4.342 -4.821 -5.304 -5.791 -6.280 -6.771
  -7.264 -7.758 -8.253 -8.748 -9.243 -9.738-10.232-10.725-11.215-11.702
 -12.184-12.659-13.126-13.581-14.023-14.449-14.860-15.256-15.637-16.007
 -16.366-16.719-17.065-17.408-17.748-18.086-18.422-18.757-19.092-19.426
   0.325  0.374  0.438  0.491  0.538  0.578  0.584  0.615  0.626  0.635
   0.636  0.637  0.638  0.638  0.638  0.638  0.638  0.638  0.638  0.638
   0.638  0.638  0.638  0.638  0.638  0.636  0.636  0.636  0.636  0.637
   0.637  0.638  0.639  0.640  0.643  0.649  0.658  0.674  0.697  0.729
   0.773  0.812  0.827  0.774  0.577  0.214 -0.250 -0.752 -1.254 -1.753
  -2.253 -2.753 -3.253 -3.753 -4.242 -4.721 -5.204 -5.691 -6.180 -6.671
  -7.164 -7.658 -8.153 -8.648 -9.143 -9.638-10.132-10.625-11.115-11.602
 -12.084-12.559-13.026-13.481-13.923-14.349-14.760-15.156-15.537-15.907
 -16.266-16.619-16.965-17.308-17.648-17.986-18.322-18.657-18.992-19.326
   0.071  0.106  0.155 -0.326 -0.107  0.033 -0.023  0.117  0.220  0.359
   0.454  0.528  0.581  0.625  0.640  0.663  0.681  0.696  0.697  0.698
   0.698  0.699  0.699  0.699  0.699  0.697  0.697  0.697  0.698  0.698
   0.698  0.699  0.700  0.702  0.705  0.711  0.721  0.736  0.760  0.794
   0.841  0.882  0.902  0.857  0.673  0.318 -0.141 -0.641 -1.154 -1.653
  -2.153 -2.653 -3.153 -3.653 -4.142 -4.621 -5.104 -5.591 -6.080 -6.571
  -7.064 -7.558 -8.053 -8.548 -9.043 -9.538-10.032-10.525-11.015-11.502
 -11.984-12.459-12.926-13.381-13.823-14.249-14.660-15.056-15.437-15.807
 -16.166-16.519-16.865-17.208-17.548-17.886-18.222-18.557-18.892-19.226
  -2.397 -2.396 -2.397 -2.397 -2.396 -2.398 -2.398 -2.398 -1.109 -1.010
  -0.914 -0.822 -0.737 -0.385 -0.585 -0.155  0.057  0.376  0.483  0.567
   0.622  0.658  0.688  0.713  0.733  0.745  0.759  0.761  0.761  0.762
   0.763  0.764  0.765  0.767  0.771  0.778  0.788  0.805  0.830  0.865
   0.914  0.962  0.990  0.954  0.777  0.427 -0.031 -0.531 -1.044 -1.553
  -2.053 -2.553 -3.053 -3.553 -4.042 -4.521 -5.004 -5.491 -5.980 -6.471
  -6.964 -7.458 -7.953 -8.448 -8.943 -9.438 -9.932-10.425-10.915-11.402
 -11.884-12.359-12.826-13.281-13.723-14.149-14.560-14.956-15.337-15.707
 -16.066-16.419-16.765-17.108-17.448-17.786-18.122-18.457-18.792-19.126
  -2.254 -2.254 -2.252 -2.252 -2.251 -2.251 -2.251 -2.251 -2.250 -2.252
  -2.252 -2.251 -2.252 -2.252 -2.251 -2.250 -2.248 -2.246 -0.901 -0.845
  -0.790 -0.735 -0.682 -0.630 -0.580 -0.145  0.375  0.500  0.591  0.654
   0.706  0.741  0.769  0.793  0.815  0.835  0.859  0.880  0.908  0.946
   0.997  1.058  1.097  1.070  0.895  0.542  0.080 -0.420 -0.933 -1.450
  -1.953 -2.453 -2.953 -3.453 -3.942 -4.421 -4.904 -5.391 -5.880 -6.371
  -6.864 -7.358 -7.853 -8.348 -8.843 -9.338 -9.832-10.325-10.815-11.302
 -11.784-12.259-12.726-13.181-13.623-14.049-14.460-14.856-15.237-15.607
 -15.966-16.319-16.665-17.008-17.348-17.686-18.022-18.357-18.692-19.026
  -2.089 -2.054 -2.034 -2.022 -2.016 -2.010 -2.007 -2.005 -2.003 -2.002
  -2.001 -2.000 -2.000 -1.999 -1.999 -1.997 -1.998 -1.996 -1.995 -1.995
  -1.994 -1.991 -1.988 -1.984 -1.978 -1.975 -1.964 -1.949 -1.930 -0.899
  -0.737 -0.669 -0.595 -0.516 -0.428  0.218  0.449  0.619  0.751  0.858
   0.965  1.040  1.099  1.100  0.962  0.637  0.186 -0.311 -0.823 -1.339
  -1.853 -2.353 -2.853 -3.353 -3.842 -4.321 -4.804 -5.291 -5.780 -6.271
  -6.764 -7.258 -7.753 -8.248 -8.743 -9.238 -9.732-10.225-10.715-11.202
 -11.684-12.159-12.626-13.081-13.523-13.949-14.360-14.756-15.137-15.507
 -15.866-16.219-16.565-16.908-17.248-17.586-17.922-18.257-18.592-18.926
  -3.013 -2.690 -2.414 -2.195 -2.041 -1.941 -1.882 -1.846 -1.825 -1.812
  -1.805 -1.800 -1.796 -1.793 -1.791 -1.789 -1.788 -1.786 -1.785 -1.784
  -1.782 -1.782 -1.779 -1.776 -1.774 -1.774 -1.767 -1.757 -1.744 -1.727
  -1.706 -1.682 -1.655 -1.624 -1.590 -1.552 -1.507 -1.453 -1.389 -1.313
  -1.226 -1.139 -1.052 -0.966 -0.881 -0.801 -0.744 -0.757 -0.931 -1.294
  -1.763 -2.257 -2.754 -3.253 -3.742 -4.221 -4.704 -5.191 -5.680 -6.171
  -6.664 -7.158 -7.653 -8.148 -8.643 -9.138 -9.632-10.125-10.615-11.102
 -11.584-12.059-12.526-12.981-13.423-13.849-14.260-14.656-15.037-15.407
 -15.766-16.119-16.465-16.808-17.148-17.486-17.822-18.157-18.492-18.826
  -4.496 -4.231 -3.911 -3.556 -3.197 -2.853 -2.539 -2.270 -2.050 -1.889
  -1.780 -1.710 -1.667 -1.640 -1.623 -1.612 -1.604 -1.598 -1.594 -1.590
  -1.587 -1.584 -1.581 -1.578 -1.574 -1.574 -1.568 -1.560 -1.549 -1.537
  -1.520 -1.499 -1.473 -1.444 -1.410 -1.371 -1.325 -1.271 -1.208 -1.134
  -1.049 -0.964 -0.879 -0.795 -0.712 -0.636 -0.583 -0.609 -0.802 -1.177
