   9   0.01  0.73
   2.790  2.690  2.340  2.090  2.020  1.990  1.490  1.190  1.000  0.000
   0.278  0.279  0.280  0.280  0.281  0.281  0.280  0.281  0.281  0.281
   0.281  0.281  0.281  0.281  0.281  0.281  0.281  0.281  0.281  0.281
   0.281  0.281  0.281  0.281  0.281  0.280  0.280  0.280  0.280  0.281
   0.282  0.283  0.286  0.290  0.297  0.309  0.328  0.357  0.397  0.450
   0.517  0.579  0.616  0.571  0.359 -0.030 -0.513 -1.023 -1.520 -2.019
  -2.519 -3.019 -3.519 -4.019 -4.509 -4.992 -5.478 -5.967 -6.458 -6.950
  -7.444 -7.938 -8.434 -8.929 -9.425 -9.920-10.414-10.907-11.398-11.886
 -12.369-12.845-13.313-13.770-14.215-14.644-15.057-15.455-15.838-16.209
 -16.570-16.924-17.271-17.614-17.955-18.293-18.629-18.965-19.300-19.634
   0.028  0.081  0.143  0.195  0.241  0.281  0.286  0.315  0.326  0.334
   0.335  0.336  0.336  0.337  0.337  0.337  0.337  0.337  0.337  0.337
   0.337  0.337  0.337  0.337  0.337  0.335  0.335  0.335  0.336  0.336
   0.337  0.339  0.341  0.346  0.353  0.365  0.385  0.414  0.455  0.510
   0.580  0.644  0.686  0.652  0.456  0.078 -0.399 -0.913 -1.420 -1.919
  -2.419 -2.919 -3.419 -3.919 -4.409 -4.892 -5.378 -5.867 -6.358 -6.850
  -7.344 -7.838 -8.334 -8.829 -9.325 -9.820-10.314-10.807-11.298-11.786
 -12.269-12.745-13.213-13.670-14.115-14.544-14.957-15.355-15.738-16.109
 -16.470-16.824-17.171-17.514-17.855-18.193-18.529-18.865-19.200-19.534
  -0.241 -0.205 -0.152 -0.596 -0.390 -0.255 -0.306 -0.172 -0.071  0.070
   0.162  0.235  0.287  0.329  0.343  0.365  0.383  0.395  0.396  0.397
   0.398  0.398  0.399  0.399  0.399  0.396  0.396  0.397  0.397  0.397
   0.398  0.400  0.403  0.407  0.415  0.428  0.448  0.479  0.521  0.578
   0.652  0.721  0.767  0.742  0.558  0.189 -0.286 -0.797 -1.320 -1.819
  -2.319 -2.819 -3.319 -3.819 -4.309 -4.792 -5.278 -5.767 -6.258 -6.750
  -7.244 -7.738 -8.234 -8.729 -9.225 -9.720-10.214-10.707-11.198-11.686
 -12.169-12.645-13.113-13.570-14.015-14.444-14.857-15.255-15.638-16.009
 -16.370-16.724-17.071-17.414-17.755-18.093-18.429-18.765-19.100-19.434
  -2.686 -2.685 -2.684 -2.686 -2.685 -2.685 -2.685 -2.687 -1.400 -1.301
  -1.205 -1.114 -0.982 -0.661 -0.779 -0.425 -0.225  0.089  0.192  0.273
   0.326  0.361  0.390  0.414  0.434  0.447  0.460  0.461  0.462  0.463
   0.464  0.466  0.469  0.474  0.483  0.497  0.518  0.550  0.595  0.654
   0.732  0.808  0.862  0.845  0.668  0.302 -0.172 -0.682 -1.204 -1.719
  -2.219 -2.719 -3.219 -3.719 -4.209 -4.692 -5.178 -5.667 -6.158 -6.650
  -7.144 -7.638 -8.134 -8.629 -9.125 -9.620-10.114-10.607-11.098-11.586
 -12.069-12.545-13.013-13.470-13.915-14.344-14.757-15.155-15.538-15.909
 -16.270-16.624-16.971-17.314-17.655-17.993-18.329-18.665-19.000-19.334
  -2.543 -2.543 -2.542 -2.541 -2.541 -2.541 -2.541 -2.541 -2.540 -2.542
  -2.541 -2.540 -2.541 -2.540 -2.538 -2.536 -2.533 -2.529 -1.194 -1.140
  -1.084 -1.030 -0.976 -0.925 -0.874 -0.408  0.092  0.212  0.301  0.361
   0.412  0.446  0.476  0.503  0.529  0.558  0.593  0.628  0.676  0.739
   0.820  0.905  0.969  0.960  0.785  0.417 -0.057 -0.567 -1.089 -1.614
  -2.119 -2.619 -3.119 -3.619 -4.109 -4.592 -5.078 -5.567 -6.058 -6.550
  -7.044 -7.538 -8.034 -8.529 -9.025 -9.520-10.014-10.507-10.998-11.486
 -11.969-12.445-12.913-13.370-13.815-14.244-14.657-15.055-15.438-15.809
 -16.170-16.524-16.871-17.214-17.555-17.893-18.229-18.565-18.900-19.234
  -2.367 -2.338 -2.321 -2.311 -2.306 -2.302 -2.299 -2.297 -2.296 -2.295
  -2.294 -2.293 -2.293 -2.292 -2.291 -2.290 -2.290 -2.288 -2.286 -2.285
  -2.283 -2.279 -2.273 -2.266 -2.255 -2.247 -2.229 -2.208 -2.182 -1.077
  -0.998 -0.918 -0.829 -0.733 -0.630  0.065  0.247  0.419  0.561  0.686
   0.811  0.906  0.984  0.999  0.859  0.518  0.053 -0.454 -0.974 -1.498
  -2.019 -2.519 -3.019 -3.519 -4.009 -4.492 -4.978 -5.467 -5.958 -6.450
  -6.944 -7.438 -7.934 -8.429 -8.925 -9.420 -9.914-10.407-10.898-11.386
 -11.869-12.345-12.813-13.270-13.715-14.144-14.557-14.955-15.338-15.709
 -16.070-16.424-16.771-17.114-17.455-17.793-18.129-18.465-18.800-19.134
  -3.229 -2.919 -2.656 -2.450 -2.308 -2.220 -2.167 -2.136 -2.118 -2.106
  -2.100 -2.095 -2.092 -2.089 -2.087 -2.085 -2.084 -2.083 -2.081 -2.080
  -2.077 -2.076 -2.072 -2.067 -2.062 -2.058 -2.046 -2.030 -2.010 -1.987
  -1.960 -1.930 -1.898 -1.863 -1.823 -1.775 -1.719 -1.653 -1.575 -1.485
  -1.386 -1.285 -1.184 -1.083 -0.984 -0.892 -0.824 -0.841 -1.042 -1.433
  -1.921 -2.422 -2.920 -3.419 -3.909 -4.392 -4.878 -5.367 -5.858 -6.350
  -6.844 -7.338 -7.834 -8.329 -8.825 -9.320 -9.814-10.307-10.798-11.286
 -11.769-12.245-12.713-13.170-13.615-14.044-14.457-14.855-15.238-15.609
 -15.970-16.324-16.671-17.014-17.355-17.693-18.029-18.365-18.700-19.034
  -4.706 -4.450 -4.141 -3.794 -3.438 -3.096 -2.787 -2.524 -2.314 -2.163
  -2.063 -2.000 -1.961 -1.936 -1.921 -1.911 -1.903 -1.898 -1.893 -1.889
  -1.886 -1.882 -1.879 -1.874 -1.868 -1.866 -1.855 -1.842 -1.826 -1.807
  -1.783 -1.755 -1.723 -1.687 -1.646 -1.598 -1.541 -1.475 -1.398 -1.313
  -1.219 -1.124 -1.030 -0.935 -0.843 -0.757 -0.697 -0.722 -0.927 -1.319
  -1.806 -2.322 -2.820 -3.319 -3.809 -4.292 -4.778 -5.267 -5.758 -6.250
  -6.744 -7.238 -7.734 -8.229 -8.725 -9.220 -9.714-10.207-10.698-11.186
 -11.669-12.145-12.613-13.070-13.515-13.944-14.357-14.755-15.138-15.509
 -15.870-16.224-16.571-16.914-17.255-17.593-17.929-18.265-18.600-18.934
  -4.948 -4.946 -4.911 -4.825 -4.675 -4.459 -4.173 -3.846 -3.494 -3.143
  -2.814 -2.524 -2.279 -2.092 -1.957 -1.865 -1.804 -1.763 -1.735 -1.716
  -1.700 -1.688 -1.678 -1.669 -1.660 -1.653 -1.642 -1.627 -1.610 -1.588
  -1.561 -1.531 -1.496 -1.456 -1.413 -1.362 -1.305 -1.239 -1.166 -1.085
  -0.998 -0.911 -0.824 -0.738 -0.653 -0.577 -0.529 -0.573 -0.799 -1.201
  -1.690 -2.206 -2.720 -3.219 -3.709 -4.192 -4.678 -5.167 -5.658 -6.150
  -6.644 -7.138 -7.634 -8.129 -8.625 -9.120 -9.614-10.107-10.598-11.086
 -11.569-12.045-12.513-12.970-13.415-13.844-14.257-14.655-15.038-15.409
 -15.770-16.124-16.471-16.814-17.155-17.493-17.829-18.165-18.500-18.834
  -4.563 -4.590 -4.613 -4.628 -4.630 -4.613 -4.567 -4.480 -4.339 -4.145
  -3.894 -3.602 -3.283 -2.957 -2.643 -2.357 -2.109 -1.913 -1.765 -1.658
  -1.581 -1.525 -1.483 -1.451 -1.424 -1.403 -1.382 -1.360 -1.337 -1.311
  -1.280 -1.245 -1.205 -1.160 -1.110 -1.057 -0.999 -0.935 -0.868 -0.794
  -0.714 -0.634 -0.555 -0.476 -0.399 -0.334 -0.306 -0.386 -0.653 -1.078
  -1.573 -2.090 -2.615 -3.119 -3.609 -4.092 -4.578 -5.067 -5.558 -6.050
  -6.544 -7.038 -7.534 -8.029 -8.525 -9.020 -9.514-10.007-10.498-10.986
 -11.469-11.945-12.413-12.870-13.315-13.744-14.157-14.555-14.938-15.309
 -15.670-16.024-16.371-16.714-17.055-17.393-17.729-18.065-18.400-18.734
  -4.312 -4.306 -4.297 -4.281 -4.256 -4.220 -4.172 -4.111 -4.035 -3.944
  -3.834 -3.704 -3.554 -3.376 -3.175 -2.947 -2.700 -2.441 -2.183 -1.939
  -1.726 -1.550 -1.412 -1.307 -1.225 -1.163 -1.110 -1.063 -1.019 -0.977
  -0.935 -0.891 -0.844 -0.794 -0.741 -0.685 -0.626 -0.562 -0.499 -0.430
  -0.358 -0.285 -0.213 -0.141 -0.074 -0.024 -0.029 -0.170 -0.498 -0.953
  -1.456 -1.975 -2.498 -3.019 -3.509 -3.992 -4.478 -4.967 -5.458 -5.950
  -6.444 -6.938 -7.434 -7.929 -8.425 -8.920 -9.414 -9.907-10.398-10.886
 -11.369-11.845-12.313-12.770-13.215-13.644-14.057-14.455-14.838-15.209
 -15.570-15.924-16.271-16.614-16.955-17.293-17.629-17.965-18.300-18.634
  -4.248 -4.230 -4.202 -4.161 -4.105 -4.032 -3.942 -3.835 -3.715 -3.581
  -3.439 -3.291 -3.141 -2.990 -2.840 -2.693 -2.544 -2.398 -2.251 -2.103
  -1.955 -1.810 -1.670 -1.532 -1.403 -1.290 -1.171 -1.055 -0.942 -0.833
  -0.729 -0.629 -0.535 -0.448 -0.366 -0.290 -0.219 -0.150 -0.084 -0.019
   0.049  0.115  0.180  0.243  0.298  0.324  0.265  0.040 -0.352 -0.831
  -1.340 -1.860 -2.383 -2.909 -3.409 -3.892 -4.378 -4.867 -5.358 -5.850
  -6.344 -6.838 -7.334 -7.829 -8.325 -8.820 -9.314 -9.807-10.298-10.786
 -11.269-11.745-12.213-12.670-13.115-13.544-13.957-14.355-14.738-15.109
 -15.470-15.824-16.171-16.514-16.855-17.193-17.529-17.865-18.200-18.534
  -3.989 -4.029 -4.053 -4.057 -4.037 -3.989 -3.909 -3.798 -3.657 -3.492
  -3.310 -3.118 -2.922 -2.727 -2.535 -2.348 -2.168 -1.994 -1.830 -1.668
  -1.516 -1.367 -1.222 -1.083 -0.950 -0.830 -0.708 -0.594 -0.484 -0.379
  -0.276 -0.177 -0.083  0.006  0.091  0.170  0.242  0.310  0.373  0.432
   0.489  0.547  0.604  0.657  0.695  0.681  0.543  0.226 -0.217 -0.712
  -1.226 -1.746 -2.268 -2.793 -3.309 -3.792 -4.278 -4.767 -5.258 -5.750
  -6.244 -6.738 -7.234 -7.729 -8.225 -8.720 -9.214 -9.707-10.198-10.686
 -11.169-11.645-12.113-12.570-13.015-13.444-13.857-14.255-14.638-15.009
 -15.370-15.724-16.071-16.414-16.755-17.093-17.429-17.765-18.100-18.434
  -3.333 -3.410 -3.477 -3.529 -3.562 -3.572 -3.556 -3.511 -3.437 -3.334
  -3.203 -3.046 -2.867 -2.671 -2.462 -2.246 -2.029 -1.816 -1.609 -1.409
  -1.220 -1.036 -0.864 -0.700 -0.543 -0.395 -0.260 -0.134 -0.015  0.091
   0.190  0.282  0.370  0.455  0.537  0.613  0.686  0.754  0.816  0.872
   0.923  0.974  1.024  1.064  1.076  1.005  0.773  0.382 -0.093 -0.598
  -1.113 -1.633 -2.154 -2.678 -3.193 -3.692 -4.178 -4.667 -5.158 -5.650
  -6.144 -6.638 -7.134 -7.629 -8.125 -8.620 -9.114 -9.607-10.098-10.586
 -11.069-11.545-12.013-12.470-12.915-13.344-13.757-14.155-14.538-14.909
 -15.270-15.624-15.971-16.314-16.655-16.993-17.329-17.665-18.000-18.334
  -2.582 -2.676 -2.759 -2.829 -2.880 -2.907 -2.908 -2.883 -2.832 -2.760
  -2.670 -2.564 -2.445 -2.316 -2.175 -2.024 -1.861 -1.685 -1.497 -1.300
  -1.099 -0.892 -0.687 -0.489 -0.297 -0.112  0.060  0.220  0.368  0.501
