   8   0.0001  0.7597
   2.800  2.700  2.350  2.100  2.000  1.500  1.200  1.000  0.000  0.000
  -1.722 -1.721 -1.720 -1.720 -1.720 -1.720 -1.720 -1.720 -1.719 -1.719
  -1.719 -1.719 -1.719 -1.719 -1.719 -1.719 -1.719 -1.719 -1.719 -1.719
  -1.719 -1.718 -1.718 -1.716 -1.714 -1.710 -1.703 -1.691 -1.672 -1.643
  -1.603 -1.550 -1.480 -1.393 -1.285 -1.154 -1.000 -0.825 -0.636 -0.440
  -0.246 -0.080  0.077  0.193  0.168 -0.106 -0.559 -1.065 -1.562 -2.061
  -2.561 -3.061 -3.561 -4.061 -4.555 -5.045 -5.536 -6.029 -6.522 -7.017
  -7.512 -8.008 -8.504 -9.001 -9.497 -9.993-10.489-10.983-11.475-11.965
 -12.451-12.932-13.405-13.869-14.321-14.758-15.181-15.587-15.979-16.356
 -16.723-17.080-17.431-17.776-18.118-18.457-18.795-19.131-19.466-19.800
  -1.971 -1.918 -1.857 -1.804 -1.759 -1.719 -1.714 -1.685 -1.675 -1.667
  -1.666 -1.665 -1.665 -1.664 -1.664 -1.664 -1.664 -1.664 -1.664 -1.664
  -1.663 -1.663 -1.662 -1.661 -1.658 -1.655 -1.647 -1.635 -1.615 -1.586
  -1.545 -1.490 -1.418 -1.326 -1.213 -1.078 -0.922 -0.751 -0.574 -0.399
  -0.232 -0.075  0.076  0.195  0.201 -0.025 -0.451 -0.955 -1.462 -1.961
  -2.461 -2.961 -3.461 -3.961 -4.455 -4.945 -5.436 -5.929 -6.422 -6.917
  -7.412 -7.908 -8.404 -8.901 -9.397 -9.893-10.389-10.883-11.375-11.865
 -12.351-12.832-13.305-13.769-14.221-14.658-15.081-15.487-15.879-16.256
 -16.623-16.980-17.331-17.676-18.018-18.357-18.695-19.031-19.366-19.700
  -2.242 -2.206 -2.153 -2.593 -2.388 -2.254 -2.304 -2.171 -2.070 -1.930
  -1.838 -1.765 -1.714 -1.671 -1.658 -1.636 -1.618 -1.606 -1.604 -1.603
  -1.602 -1.601 -1.600 -1.599 -1.596 -1.593 -1.585 -1.572 -1.552 -1.521
  -1.479 -1.421 -1.345 -1.250 -1.133 -0.997 -0.845 -0.687 -0.531 -0.383
  -0.248 -0.113  0.018  0.129  0.165  0.013 -0.359 -0.844 -1.363 -1.861
